,Brand,Variety,Style,Country/Region,Stars,Top Ten
2379,Nongshim,Bowl Noodle Beef Ginger,Bowl,USA,3.5,
2380,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
2381,Samyang,Chinese Soybean Paste,Pack,South Korea,2.0,
2382,Shirakiku,Sanukiya Somen,Bowl,Japan,4.25,
2383,Rhee Bros Assi,Rice Noodle With Spicy Flavored Soup,Tray,South Korea,2.25,
2384,Nissin,Cup Noodles Pani Puri,Cup,India,1.5,
2385,Myojo,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,Japan,3.0,
2386,Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,Vietnam,3.5,
2387,Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,
2388,Paldo,Soy Flavor Noodle,Pack,South Korea,4.25,
2389,Wu Mu,Steamed Noodle Chinese Herbs,Pack,Taiwan,3.25,
2390,Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,
2391,Nissin,Cup Noodles Manchurian,Cup,India,3.0,
2392,Nongshim,Udon,Pack,South Korea,4.0,
2393,Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4.0,
2394,Paldo,Teumsae Ramyun,Pack,South Korea,3.5,
2395,Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,
2396,Myojo,Chukazanmai Soy Sauce,Pack,Japan,3.75,
2397,Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,USA,2.0,
2398,Myojo,Chukazanmai Soy Sauce chili Oil,Pack,Japan,3.25,
2399,Kamfen,Noodle King Thin Wonton,Pack,China,2.0,
2400,Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,Japan,4.75,
2401,Mama,Kimchi,Pack,Thailand,3.0,
2402,Mama,Oriental Style Clear Soup,Pack,Thailand,2.0,
2403,Vifon,Hu Tieu Bo Kho An Lien Beef,Pack,Vietnam,3.75,
2404,Paldo,Dosirac Pork,Tray,South Korea,4.125,
2405,Samyang,Cold Ramen With Ponytail Radish,Pack,South Korea,3.0,
2406,Lucky Me!,Sotanghon Artificial Chicken,Pack,Philippines,0.25,
2407,Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,Taiwan,1.5,
2408,Mama,Flat Noodle Tom Yum,Pack,Thailand,3.75,
2409,Samyang,Japanese Seafood Flavor Udon,Pack,South Korea,3.75,
2410,Myojo,Chukazanmai Soybean Paste,Pack,Japan,3.5,
2411,Samyang,Seafood Party,Pack,South Korea,2.25,
2412,JFC,Japanese Style Noodle Fresh Udon,Bowl,Japan,3.75,
2413,Wai Wai,Crab Instant Rice Vermicelli,Pack,Thailand,2.5,
2414,Koyo,Garlic Pepper,Pack,USA,3.25,
2415,Doll,Sesame Oil,Pack,Hong Kong,3.5,
2416,Unif / Tung-I,Artificial Beef Flavor,Pack,Taiwan,3.75,
2417,Vifon,Asian Style Instant Noodles Chicken,Pack,Vietnam,3.5,
2418,Myojo,Chukazanmai Oriental,Pack,Japan,3.75,
2419,Paldo,Green Tea Chlorella,Pack,South Korea,0.0,
2420,Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,
2421,Mama,Hot & Spicy,Pack,Thailand,1.75,
2422,Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,2.5,
2423,Nissin,Sotanghon,Cup,Philippines,2.0,
2424,Maruchan,Instant Lunch Cajun Style With chili Piquin Shrimp,Cup,USA,3.0,
2425,Lucky Me!,Pancit Canton,Pack,Philippines,4.75,
2426,Nissin,Creamy Chicken,Cup,USA,1.75,
2427,Sapporo Ichiban,Shrimp Flavor,Cup,USA,1.75,
2428,Wu Mu,Steamed Noodle Garlic & Sesame Oil,Pack,Taiwan,4.5,
2429,Shirakiku,Japanese Style Tokusen Miso,Pack,Japan,3.0,
2430,Chorip Dong,Jjambbong Hot Spicy Seafood,Bowl,South Korea,4.25,
2431,Maruchan,Akai Kitsune Udon,Bowl,Japan,4.0,
2432,Myojo,Okinawa Soba,Pack,Japan,3.75,
2433,Higashi,Nagasaki Sara Udon,Pack,Japan,5.0,
2434,Mama,Pho Bo,Pack,Thailand,2.5,
2435,Sakurai,Vegetarian Flavor,Pack,Japan,3.5,
2436,Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,
2437,Mama,Mamy Chand Clear Soup,Pack,Thailand,2.75,
2438,Nissin,Chow Mein Teriyaki Beef,Tray,USA,4.5,
2439,Six Fortune,Seafood Flavor,Pack,South Korea,2.5,
2440,Mama,Mi Goreng,Pack,Thailand,5.0,
2441,Kamfen,Noodle King Beef,Pack,China,1.75,
2442,Unif,100 Furong Shrimp,,Taiwan,3.0,
2443,Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,USA,1.75,
2444,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5.0,
2445,Unif / Tung-I,Fresh Shrimp,Pack,Taiwan,3.25,
2446,Global Inspiration,Gyeong-Gi-Do Rice,Bowl,South Korea,2.25,
2447,Baijia,Hot & Sour Rice Noodle,Pack,China,0.0,
2448,Ve Wong,Artificial Peppered Beef,Pack,Taiwan,3.5,
2449,Unif,100 Artificial Shallot Chicken,Pack,Taiwan,3.25,
2450,Sapporo Ichiban,Miso Soybean Paste,Pack,Japan,3.5,
2451,Nongshim,Mupama Tang Myun,Pack,South Korea,3.5,
2452,Mama,Artificial PA-LO Duck,Pack,Thailand,0.1,
2453,Vifon,Mi Chay Vegetarian,Pack,Vietnam,2.8,
2454,Mama,Tom Yam Koong Rice Vermicelli,Pack,Thailand,1.5,
2455,Shirakiku,Japanese Style Tokusen Karami,Pack,Japan,3.0,
2456,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5.0,
2457,Wai Wai,Minced Pork Soeng Kreung,Pack,Thailand,3.7,
2458,Doll,Shrimp Wonton,Pack,Hong Kong,4.0,
2459,Ottogi,Bekse Curry,Pack,South Korea,4.0,
2460,Samyang,Beef,Pack,South Korea,4.0,
2461,Ve Wong,Artificial Pork & Chicken,Pack,Taiwan,3.4,
2462,Paldo,Bibim Men,Pack,South Korea,3.75,
2463,Ottogi,Ramyonsari,Pack,South Korea,4.0,
2464,Mama,Nam Vang,Pack,Thailand,3.6,
2465,Ottogi,Miso Ramyun,Pack,South Korea,2.8,
2466,Samyang,Kimchi,Pack,South Korea,2.9,
2467,Nongshim,Hooroorook ,Pack,South Korea,4.0,
2468,Ottogi,Jiajang Noodle,Pack,South Korea,3.75,
2469,Ottogi,Odongtongmyon Seafood Spicy,Pack,South Korea,3.25,
2470,Lucky Me!,Artificial Chicken,Pack,Philippines,1.5,
2471,Mama,Pad Thai,Pack,Thailand,3.1,
2472,Teriyaki Time,Ramen,Bowl,USA,2.0,
2473,Ottogi,Pow Crunch Teriyaki,Pack,South Korea,1.1,
2474,GreeNoodle,Tom Yum,Pack,Thailand,0.5,
2475,Indomie,Special Fried Curly Noodle,Pack,Indonesia,5.0,2012 #1
2476,Maruchan,Ramen Noodle Soup Chicken,Pack,USA,2.0,
2477,Ve Wong,Vegetarian Flavor,Pack,Taiwan,3.0,
2478,Indomie,Soto Mie,Pack,Indonesia,1.5,
2479,Ve Wong,Artificial Sesame Chicken,Pack,Taiwan,4.25,
2480,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,
2481,Ve Wong,Kung Fu Artificial Onion,Pack,Taiwan,2.75,
2482,Unif / Tung-I,Chah Chiang,Pack,Taiwan,2.5,
2483,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,2.5,
2484,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Pack,Vietnam,3.75,
2485,Wei Lih,Artificial Beef Flavor,Pack,Taiwan,1.0,
2486,Mama,Artificial Chicken,Pack,Thailand,2.5,
2487,Payless,Xtra Big Original Pancit Canton,Pack,Philippines,4.5,
2488,Fashion Food,Tom Yum Seafood Creamy,Bowl,Thailand,2.0,
2489,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,2.75,
2490,Long Kow,Crystal Noodle Six Kinds Of Mushrooms,Pack,China,2.3,
2491,Unif,100 Artificial Stewed Pork Chop,Pack,Taiwan,3.2,
2492,Paldo,South Korean Noodle Chicken,Pack,South Korea,3.25,
2493,Wai Wai,Tom Yum Shrimp Cream Soup,Pack,Thailand,2.75,
2494,Unif / Tung-I,Onion Flavor,Pack,Taiwan,3.65,
2495,Nissin,Demae Ramen Sesame,Pack,Japan,3.75,
2496,Samyang,Kalgug-Su Assorted Clam,Pack,South Korea,1.8,
2497,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,2.0,
2498,Nissin,Demae Ramen Miso,Pack,Japan,2.75,
2499,Unif / Tung-I,Artificial Spicy Beef,Pack,Taiwan,3.5,
2500,Unif / Tung-I,Artificial Chicken,Pack,Taiwan,3.5,
2501,Sapporo Ichiban,Kitsune Udon,Pack,Japan,3.25,
2502,Nissin,Demae Ramen Seafood,Pack,Japan,2.5,
2503,Nissin,Demae Ramen Prawn,Pack,Japan,3.25,
2504,Indomie,Meatball Flavor,Pack,Indonesia,2.5,
2505,Indomie,Mi Goreng Rendang,Pack,Indonesia,4.5,
2506,Nissin,Demae Ramen Shoyu,Pack,Japan,4.0,
2507,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5,
2508,Nissin,Demae Ramen Tonkatsu Artificial Pork,Pack,Japan,3.5,
2509,Nissin,Demae Ramen Satay,Pack,Japan,2.5,
2510,Nissin,Demae Ramen XO Sauce Seafood,Pack,Japan,4.0,
2511,Baijia,Spicy Fei- Chang Sweet Potato Noodle,Pack,China,1.75,
2512,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,Taiwan,4.0,
2513,Maruchan,Ramen Noodle Soup Lime Chili Shrimp,Pack,USA,2.0,
2514,Maruchan,Ramen Noodle Soup Pork,Pack,USA,4.0,
2515,Nissin,Top Ramen Oriental,Pack,USA,2.5,
2516,Sapporo Ichiban,Chicken Flavor,Pack,USA,3.5,
2517,Nissin,Souper Meal Chicken Flavor With Vegetable Medley,Bowl,Japan,3.0,
2518,Maggi,Rice Noodle Mania Lemon Masala,Pack,India,1.5,
2519,Maggi,2 Minute Noodles Curry,Pack,India,2.5,
2520,Maggi,Vegetable Atta Noodles Masala,Pack,India,2.0,
2521,Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,India,3.5,
2522,Ve Wong,A-One Bun Tom Shrimp,Pack,Taiwan,3.0,
2523,Doll,Instant Fried Noodles With Chili Sauce,Tray,Hong Kong,3.0,
2524,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1.0,
2525,Hua Feng Noodle Expert,Favoury Pork Flavor,Pack,China,1.0,
2526,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3.0,
2527,Indomie,Chicken,Cup,Indonesia,2.0,
2528,Indomie,Chicken Curry,Pack,Indonesia,4.0,
2529,Indomie,Curly Noodles With Grilled Chicken,Pack,Indonesia,5.0,
2530,Indomie,Mi Goreng,Pack,Indonesia,5.0,
2531,Indomie,Mi Goreng Pedas Hot,Pack,Indonesia,4.5,
2532,Indomie,Shrimp Flavor,Pack,Indonesia,3.0,
2533,Indomie,Mi Goreng Jumbo Barbecue Chicken,Pack,Indonesia,5.0,2012 #2
2534,Indomie,Mi Goreng Jumbo Meatball,Pack,Indonesia,3.0,
2535,Indomie,Mi Goreng Sate,Pack,Indonesia,5.0,"
"
2536,Indomie,Special Chicken,Pack,Indonesia,4.25,
2537,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,Taiwan,0.0,
2538,Ve Wong,Kung-Fu Chicken Flavor,Pack,Vietnam,2.75,
2539,Little Cook,Pork Mustard Stem,Bowl,Thailand,0.5,
2540,Lucky Me!,Pancit Canton Chili Mansi,Pack,Philippines,3.0,
2541,Lucky Me!,Supreme Bulalo Flavor,Bowl,Philippines,3.0,
2542,Lucky Me!,Pancit Canton Citrus Flavor,Pack,Philippines,3.0,
2543,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,Philippines,3.0,
2544,Lucky Me!,Itnok,Pack,Philippines,3.0,
2545,Mama,Chand Clear Soup,Pack,Thailand,3.0,
2546,Maruchan,Ramen Noodle Soup Shrimp,Pack,USA,2.0,
2547,Koka,Mi Hai Tom Prawn,Pack,Singapore,3.75,
2548,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,3.5,
2549,Myojo,Ippeichan Yakisoba,Tray,Japan,4.0,2013 #6
2550,Myojo,Special Duck,Pack,Japan,1.0,
2551,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,3.5,
2552,Nissin,Chikin Ramen,Pack,Japan,5.0,
2553,Nissin,Demae Ramen Curry Flavor,Pack,Japan,4.0,
2554,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,Japan,4.0,
2555,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,3.0,
2556,Nissin,Demae Ramen Spicy Seafood With Chili Pepper,Pack,Japan,2.0,
2557,Nissin,Top Ramen Creamy Chicken,Pack,USA,4.5,
2558,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75,
2559,Nongshim,Champong Oriental Noodles,Pack,South Korea,4.0,
2560,Nongshim,Neoguri (Seafood'n'Spicy),Pack,South Korea,3.5,
2561,Nongshim,Shin Ramyun,Pack,South Korea,4.0,
2562,Ottogi,Jin Ramen (Hot Taste),Pack,South Korea,3.5,
2563,Quickchow,Pancit Palabok,Pack,Philippines,2.5,
2564,Samyang,Kalgug-Su (Spicy),Pack,South Korea,3.5,
2565,Samyang,Pojangmacha U-dong,Pack,South Korea,2.5,
2566,Samyang,Hot,Pack,South Korea,3.5,
2567,Sapporo Ichiban,Chow Mein,Pack,Japan,5.0,2012 #4
2568,Sapporo Ichiban,Shrimp Flavor,Pack,Japan,2.5,
2569,Six Fortune,Chicken Flavor Instant Soup Noodle,Pack,South Korea,2.0,
2570,Smack,Vegetable Beef,Pack,USA,1.5,
2571,Sutah,Cup Noodle,Cup,South Korea,2.0,
2572,Tung-I,Chinese Beef Instant Rice Noodle,Pack,Taiwan,3.0,
2573,Ve Wong,Mushroom Pork,Pack,Vietnam,1.0,
2574,Vifon,Nam Vang,Pack,Vietnam,2.5,
2575,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,Vietnam,3.5,
2576,Wai Wai,Oriental Style Instant Noodles,Pack,Thailand,1.0,
2577,Wai Wai,Tom Yum Shrimp,Pack,Thailand,2.0,
2578,Wai Wai,Tom Yum Chili Flavor,Pack,Thailand,2.0,
2579,Westbrae,Miso Ramen,Pack,USA,0.5,
